2.3682 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
35.7951 	EXP 	text: autoDraw = True
35.8118 	EXP 	fixcross: autoDraw = False
36.3469 	EXP 	New trial (rep=2, index=4): {'Statement': 'A minute is finite', 'Correct': 'e'}
36.3532 	DATA 	Keypress: e
36.3616 	EXP 	fixcross: autoDraw = False
36.3616 	EXP 	text: autoDraw = False
36.3616 	EXP 	text: text = 'A minute is finite'
36.3616 	EXP 	fixcross: autoDraw = True
36.8453 	EXP 	text: autoDraw = True
36.8619 	EXP 	fixcross: autoDraw = False
37.3981 	EXP 	New trial (rep=3, index=0): {'Statement': 'Space goes on forever', 'Correct': 'e'}
37.4093 	DATA 	Keypress: e
37.4280 	EXP 	fixcross: autoDraw = False
37.4280 	EXP 	text: autoDraw = False
37.4280 	EXP 	text: text = 'Space goes on forever'
37.4280 	EXP 	fixcross: autoDraw = True
37.9121 	EXP 	text: autoDraw = True
37.9285 	EXP 	fixcross: autoDraw = False
38.5009 	DATA 	Keypress: e
38.5140 	EXP 	New trial (rep=3, index=1): {'Statement': 'Time is infinite', 'Correct': 'e'}
38.5277 	EXP 	fixcross: autoDraw = False
38.5277 	EXP 	text: autoDraw = False
38.5277 	EXP 	text: text = 'Time is infinite'
38.5277 	EXP 	fixcross: autoDraw = True
39.0123 	EXP 	text: autoDraw = True
39.0287 	EXP 	fixcross: autoDraw = False
39.5951 	EXP 	New trial (rep=3, index=2): {'Statement': 'A minute is finite', 'Correct': 'e'}
39.6013 	DATA 	Keypress: e
39.6122 	EXP 	fixcross: autoDraw = False
39.6122 	EXP 	text: autoDraw = False
39.6122 	EXP 	text: text = 'A minute is finite'
39.6122 	EXP 	fixcross: autoDraw = True
40.0954 	EXP 	text: autoDraw = True
40.1122 	EXP 	fixcross: autoDraw = False
40.7980 	EXP 	New trial (rep=3, index=3): {'Statement': 'Numbers have an end', 'Correct': 'i'}
40.8057 	DATA 	Keypress: e
40.8118 	EXP 	fixcross: autoDraw = False
40.8118 	EXP 	text: autoDraw = False
40.8118 	EXP 	text: text = 'Numbers have an end'
40.8118 	EXP 	fixcross: autoDraw = True
41.2961 	EXP 	text: autoDraw = True
41.3124 	EXP 	fixcross: autoDraw = False
41.8471 	EXP 	New trial (rep=3, index=4): {'Statement': 'An inch is endless', 'Correct': 'i'}
41.8544 	DATA 	Keypress: e
41.8612 	EXP 	fixcross: autoDraw = False
41.8612 	EXP 	text: autoDraw = False
41.8612 	EXP 	text: text = 'An inch is endless'
41.8612 	EXP 	fixcross: autoDraw = True
42.3462 	EXP 	text: autoDraw = True
42.3613 	EXP 	fixcross: autoDraw = False
42.7807 	EXP 	New trial (rep=4, index=0): {'Statement': 'Space goes on forever', 'Correct': 'e'}
42.7875 	DATA 	Keypress: e
42.7944 	EXP 	fixcross: autoDraw = False
42.7944 	EXP 	text: autoDraw = False
42.7944 	EXP 	text: text = 'Space goes on forever'
42.7944 	EXP 	fixcross: autoDraw = True
43.2792 	EXP 	text: autoDraw = True
43.2958 	EXP 	fixcross: autoDraw = False
44.6662 	DATA 	Keypress: escape
45.0589 	EXP 	window1: mouseVisible = True
